1.432,0.333
1.428,0.334
1.424,0.334
1.419,0.335
1.415,0.335
1.411,0.336
1.407,0.336
1.402,0.337
1.398,0.337
1.394,0.337
1.39,0.338
1.386,0.338
1.381,0.339
1.377,0.339
1.373,0.34
1.369,0.34
1.365,0.34
1.361,0.341
1.357,0.341
1.353,0.342
1.349,0.342
1.345,0.343
1.341,0.343
1.337,0.343
1.333,0.344
1.329,0.344
1.326,0.345
1.322,0.345
1.318,0.345
1.314,0.346
1.31,0.346
1.306,0.347
1.303,0.347
1.299,0.348
1.295,0.348
1.291,0.349
1.288,0.35
1.284,0.351
1.28,0.352
1.277,0.353
1.273,0.354
1.269,0.356
1.266,0.357
1.262,0.359
1.258,0.36
1.255,0.362
1.251,0.364
1.247,0.366
1.244,0.368
1.24,0.37
1.236,0.372
1.233,0.374
1.229,0.377
1.226,0.379
1.222,0.381
1.218,0.383
1.215,0.386
1.211,0.388
1.208,0.39
1.204,0.393
1.2,0.395
1.197,0.398
1.193,0.4
1.19,0.402
1.186,0.405
1.183,0.407
1.179,0.409
1.175,0.411
1.172,0.414
1.168,0.416
1.165,0.418
1.161,0.42
1.158,0.422
1.154,0.424
1.151,0.426
1.147,0.428
1.144,0.43
1.14,0.432
1.137,0.433
1.133,0.434
1.13,0.436
1.126,0.437
1.123,0.439
1.119,0.44
1.116,0.441
1.112,0.441
1.109,0.442
1.106,0.443
1.102,0.444
1.099,0.444
1.095,0.444
1.092,0.445
1.089,0.445
1.086,0.445
1.082,0.445
1.079,0.445
1.076,0.444
1.072,0.444
1.069,0.443
1.066,0.442
1.063,0.442
1.06,0.441
1.056,0.439
1.053,0.438
1.05,0.436
1.047,0.434
1.044,0.433
1.041,0.431
1.038,0.429
1.035,0.426
1.032,0.424
1.029,0.421
1.026,0.419
1.023,0.416
1.02,0.413
1.017,0.41
1.014,0.406
1.011,0.402
1.008,0.399
1.006,0.395
1.003,0.392
1.0,0.388
0.997,0.389
0.995,0.389
0.992,0.389
0.989,0.39
0.986,0.39
0.984,0.391
0.981,0.391
0.978,0.391
0.976,0.392
0.973,0.392
0.97,0.393
0.968,0.393
0.965,0.393
0.962,0.394
0.96,0.394
0.957,0.395
0.954,0.395
0.952,0.395
0.949,0.396
0.947,0.396
0.944,0.397
0.941,0.397
0.939,0.397
0.936,0.398
0.934,0.398
0.931,0.399
0.928,0.399
0.926,0.399
0.923,0.4
0.921,0.4
0.918,0.4
0.916,0.401
0.913,0.401
0.911,0.402
0.908,0.402
0.906,0.402
0.903,0.403
0.901,0.403
0.898,0.402
0.896,0.4
0.893,0.399
0.891,0.397
0.888,0.396
0.886,0.395
0.883,0.393
0.881,0.392
0.878,0.391
0.876,0.39
0.874,0.388
0.871,0.387
0.869,0.386
0.867,0.385
0.864,0.384
0.862,0.383
0.859,0.382
0.857,0.381
0.855,0.38
0.852,0.379
0.85,0.378
0.848,0.377
0.846,0.377
0.843,0.376
0.841,0.375
0.839,0.374
0.836,0.373
0.834,0.373
0.832,0.372
0.83,0.371
0.827,0.37
0.825,0.37
0.823,0.369
0.82,0.368
0.818,0.368
0.816,0.367
0.814,0.366
0.812,0.366
0.809,0.365
0.807,0.364
0.805,0.364
0.803,0.363
0.801,0.363
0.799,0.362
0.796,0.361
0.794,0.361
0.792,0.36
0.79,0.36
0.788,0.359
0.786,0.359
0.783,0.358
0.781,0.358
0.779,0.357
0.777,0.357
0.775,0.356
0.773,0.356
0.771,0.355
0.769,0.355
0.767,0.354
0.764,0.354
0.762,0.354
0.76,0.353
0.758,0.353
0.756,0.352
0.754,0.352
0.752,0.351
0.75,0.351
0.748,0.351
0.746,0.35
0.744,0.35
0.742,0.349
0.74,0.349
0.738,0.349
0.736,0.348
0.734,0.348
0.732,0.347
0.73,0.347
0.727,0.347
0.725,0.346
0.723,0.346
0.721,0.346
0.719,0.345
0.717,0.345
0.715,0.345
0.713,0.344
0.711,0.344
0.709,0.344
0.707,0.343
0.705,0.343
0.703,0.343
0.701,0.342
0.699,0.342
0.697,0.342
0.695,0.341
0.693,0.341
0.692,0.341
0.69,0.34
0.688,0.34
0.686,0.34
0.684,0.34
0.682,0.339
0.68,0.339
0.678,0.339
0.676,0.338
0.674,0.338
0.672,0.338
0.67,0.338
0.668,0.337
0.666,0.337
0.664,0.337
0.662,0.337
0.66,0.336
0.659,0.336
0.657,0.336
0.655,0.336
0.653,0.335
0.651,0.335
0.649,0.335
0.647,0.335
0.645,0.334
0.643,0.334
0.641,0.334
0.639,0.334
0.638,0.333
0.636,0.333
0.634,0.333
0.632,0.333
0.63,0.332
0.628,0.332
0.626,0.332
0.624,0.332
0.623,0.332
0.621,0.331
0.619,0.331
0.617,0.331
0.615,0.331
0.613,0.33
0.611,0.33
0.61,0.33
0.608,0.33
0.606,0.33
0.604,0.329
0.602,0.329
0.6,0.329
0.598,0.329
0.597,0.329
0.595,0.328
0.593,0.328
0.591,0.328
0.589,0.328
0.587,0.328
0.586,0.327
0.584,0.327
0.582,0.327
0.58,0.327
0.578,0.327
0.576,0.327
0.575,0.326
0.573,0.326
0.571,0.326
0.569,0.326
0.567,0.326
0.566,0.325
0.564,0.325
0.562,0.325
0.56,0.325
0.558,0.325
0.556,0.325
0.555,0.324
0.553,0.324
0.551,0.324
0.549,0.324
0.547,0.324
0.546,0.324
0.544,0.323
0.542,0.323
0.54,0.323
0.539,0.323
0.537,0.323
0.535,0.323
0.533,0.322
0.531,0.322
0.53,0.322
0.528,0.322
0.526,0.322
0.524,0.322
0.522,0.322
0.521,0.321
0.519,0.321
0.517,0.321
0.515,0.321
0.514,0.321
0.512,0.321
0.51,0.321
0.508,0.32
0.507,0.32
0.505,0.32
0.503,0.32
0.501,0.32
0.5,0.32
0.498,0.32
0.496,0.319
0.494,0.319
0.493,0.319
0.491,0.319
0.489,0.319
0.487,0.319
0.486,0.319
0.484,0.318
0.482,0.318
0.48,0.318
0.479,0.318
0.477,0.318
0.475,0.318
0.473,0.318
0.472,0.318
0.47,0.317
0.468,0.317
0.466,0.317
0.465,0.317
0.463,0.317
0.461,0.317
0.459,0.317
0.458,0.317
0.456,0.316
0.454,0.316
0.453,0.316
0.451,0.316
0.449,0.316
0.447,0.316
0.446,0.316
0.444,0.316
0.442,0.316
0.44,0.315
0.439,0.315
0.437,0.315
0.435,0.315
0.434,0.315
0.432,0.315
0.43,0.315
0.428,0.315
0.427,0.315
0.425,0.314
0.423,0.314
0.422,0.314
0.42,0.314
0.418,0.314
0.416,0.314
0.415,0.314
0.413,0.314
0.411,0.314
0.41,0.314
0.408,0.313
0.406,0.313
0.405,0.313
0.403,0.313
0.401,0.313
0.4,0.313
0.398,0.313
0.396,0.313
0.395,0.313
0.393,0.313
0.391,0.312
0.389,0.313
0.388,0.313
0.386,0.313
0.384,0.313
0.383,0.313
0.381,0.313
0.379,0.313
0.378,0.313
0.376,0.313
0.374,0.313
0.372,0.314
0.371,0.314
0.369,0.314
0.368,0.314
0.366,0.314
0.364,0.314
0.363,0.314
0.361,0.314
0.359,0.315
0.358,0.315
0.356,0.315
0.354,0.315
0.353,0.315
0.351,0.315
0.349,0.315
0.347,0.315
0.346,0.316
0.344,0.316
0.342,0.316
0.341,0.316
0.339,0.316
0.337,0.316
0.336,0.317
0.334,0.317
0.332,0.317
0.331,0.317
0.329,0.317
0.327,0.317
0.326,0.317
0.324,0.318
0.322,0.318
0.321,0.318
0.319,0.318
0.317,0.318
0.316,0.318
0.314,0.319
0.312,0.319
0.311,0.319
0.309,0.319
0.307,0.319
0.306,0.319
0.304,0.32
0.303,0.32
0.301,0.32
0.299,0.32
0.297,0.32
0.296,0.321
0.294,0.321
0.293,0.321
0.291,0.321
0.289,0.321
0.288,0.322
0.286,0.322
0.284,0.322
0.283,0.322
0.281,0.322
0.279,0.323
0.278,0.323
0.276,0.323
0.274,0.323
0.273,0.323
0.271,0.324
0.269,0.324
0.268,0.324
0.266,0.324
0.265,0.325
0.263,0.325
0.262,0.325
0.26,0.325
0.258,0.325
0.257,0.326
0.255,0.326
0.254,0.326
0.252,0.326
0.25,0.327
0.249,0.327
0.247,0.327
0.246,0.327
0.244,0.328
0.242,0.328
0.241,0.328
0.239,0.329
0.237,0.329
0.236,0.329
0.234,0.329
0.232,0.33
0.231,0.33
0.229,0.33
0.228,0.331
0.226,0.331
0.224,0.331
0.223,0.331
0.221,0.332
0.22,0.332
0.218,0.332
0.217,0.333
0.215,0.333
0.213,0.333
0.212,0.334
0.21,0.334
0.209,0.334
0.207,0.335
0.205,0.335
0.204,0.335
0.202,0.336
0.201,0.336
0.199,0.336
0.197,0.337
0.196,0.337
0.194,0.337
0.193,0.338
0.191,0.338
0.189,0.338
0.188,0.339
0.186,0.339
0.184,0.34
0.183,0.34
0.181,0.34
0.18,0.341
0.178,0.341
0.177,0.342
0.175,0.342
0.174,0.342
0.172,0.343
0.171,0.343
0.169,0.344
0.168,0.344
0.166,0.344
0.165,0.345
0.163,0.345
0.162,0.346
0.16,0.346
0.158,0.347
0.157,0.347
0.155,0.348
0.154,0.348
0.152,0.349
0.151,0.349
0.149,0.35
0.148,0.35
0.146,0.351
0.145,0.351
0.143,0.352
0.142,0.352
0.14,0.353
0.139,0.353
0.137,0.354
0.136,0.354
0.134,0.355
0.133,0.356
0.131,0.356
0.13,0.357
0.128,0.357
0.127,0.358
0.125,0.358
0.124,0.359
0.123,0.36
0.121,0.36
0.12,0.361
0.118,0.362
0.117,0.362
0.115,0.363
0.114,0.364
0.112,0.364
0.111,0.365
0.11,0.366
0.108,0.366
0.107,0.367
0.106,0.368
0.104,0.368
0.103,0.369
0.102,0.37
0.1,0.371
0.099,0.371
0.098,0.372
0.096,0.373
0.095,0.374
0.094,0.375
0.092,0.375
0.091,0.376
0.089,0.377
0.088,0.378
0.087,0.379
0.086,0.379
0.085,0.38
0.084,0.381
0.082,0.382
0.081,0.383
0.08,0.384
0.079,0.384
0.078,0.385
0.076,0.386
0.075,0.388
0.074,0.388
0.073,0.389
0.072,0.39
0.071,0.391
0.07,0.392
0.069,0.393
0.068,0.394
0.067,0.394
0.066,0.395
0.065,0.396
0.064,0.398
0.063,0.398
0.062,0.399
0.061,0.401
0.06,0.402
0.059,0.402
0.058,0.404
